# Log started at SystemTime { intervals: 134199887615923436 }
Generation	Highest_Fitness
404	-1823
405	-1823
406	-1823
407	-1823
408	-1823
409	-1823
410	-1823
411	-1823
412	-1823
413	-1823
414	-1823
415	-1823
416	-1823
417	-1823
418	-1823
419	-1823
420	-1823
421	-1823
422	-1823
423	-1823
424	-1823
425	-1823
426	-1823
427	-1823
428	-1823
429	-1823
430	-1823
431	-1823
432	-1823
433	-1823
434	-1823
435	-1823
436	-1823
437	-1823
438	-1823
439	-1823
440	-1823
441	-1823
442	-1823
443	-1823
444	-1823
445	-1823
446	-1823
447	-1823
448	-1823
449	-1823
450	-1823
451	-1823
452	-1823
453	-1823
454	-1823
455	-1823
456	-1823
457	-1823
458	-1823
459	-1823
460	-1823
461	-1823
462	-1823
463	-1823
464	-1823
465	-1823
466	-1823
467	-1823
468	-1823
469	-1823
470	-1823
471	-1823
472	-1823
473	-1823
474	-1823
475	-1823
476	-1823
477	-1823
478	-1823
479	-1823
480	-1823
481	-1823
482	-1823
483	-1823
484	-1823
485	-1823
486	-1823
487	-1823
488	-1823
489	-1823
490	-1823
491	-1823
492	-1823
493	-1823
494	-1823
495	-1823
496	-1823
497	-1823
498	-1823
499	-1823
500	-1823
501	-1823
502	-1823
503	-1823
504	-1823
505	-1823
506	-1823
507	-1823
508	-1823
509	-1823
510	-1823
511	-1823
512	-1823
513	-1823
514	-1823
515	-1823
516	-1823
517	-1823
518	-1823
519	-1823
520	-1823
521	-1823
522	-1823
523	-1823
524	-1823
525	-1823
526	-1823
527	-1823
528	-1823
529	-1823
530	-1823
531	-1823
532	-1823
533	-1823
534	-1823
535	-1823
536	-1823
537	-1823
538	-1823
539	-1823
540	-1823
541	-1823
542	-1823
543	-1823
544	-1823
545	-1823
546	-1823
547	-1823
548	-1823
549	-1823
550	-1823
551	-1823
552	-1823
553	-1823
554	-1823
555	-1823
556	-1823
557	-1823
558	-1823
559	-1823
560	-1823
561	-1823
562	-1823
563	-1823
564	-1823
565	-1823
566	-1823
567	-1823
568	-1823
569	-1823
570	-1823
571	-1823
572	-1823
573	-1823
574	-1823
575	-1823
576	-1823
577	-1823
578	-1823
579	-1823
580	-1823
581	-1823
582	-1823
583	-1823
584	-1823
585	-1823
586	-1823
587	-1823
588	-1823
589	-1823
590	-1823
591	-1823
592	-1823
593	-1823
594	-1823
595	-1823
596	-1823
597	-1823
598	-1823
599	-1823
600	-1823
601	-1823
602	-1823
603	-1823
604	-1823
605	-1823
606	-1823
607	-1823
608	-1823
609	-1823
610	-1823
611	-1823
612	-1823
613	-1823
614	-1823
615	-1823
616	-1823
617	-1823
618	-1823
619	-1823
620	-1823
621	-1823
622	-1823
623	-1823
624	-1823
625	-1823
626	-1823
627	-1823
628	-1823
629	-1823
630	-1823
631	-1823
632	-1823
633	-1823
634	-1823
635	-1823
636	-1823
637	-1823
638	-1823
639	-1823
640	-1823
641	-1823
642	-1823
643	-1823
644	-1823
645	-1823
646	-1823
647	-1823
648	-1823
649	-1823
650	-1823
651	-1823
652	-1823
653	-1823
654	-1823
655	-1823
656	-1823
657	-1823
658	-1823
659	-1823
660	-1823
661	-1823
662	-1823
663	-1823
664	-1823
665	-1823
666	-1823
667	-1823
668	-1823
669	-1823
670	-1823
671	-1823
672	-1823
673	-1823
674	-1823
675	-1823
676	-1823
677	-1823
678	-1823
679	-1823
680	-1823
681	-1823
682	-1823
683	-1823
684	-1823
685	-1823
686	-1823
687	-1823
688	-1823
689	-1823
690	-1823
691	-1823
692	-1823
693	-1823
694	-1823
695	-1823
696	-1823
697	-1823
698	-1823
699	-1823
700	-1823
701	-1823
702	-1823
703	-1823
704	-1823
705	-1823
706	-1823
707	-1823
708	-1823
709	-1823
710	-1823
711	-1823
712	-1823
713	-1823
714	-1823
715	-1823
716	-1823
717	-1823
718	-1823
719	-1823
720	-1823
721	-1823
722	-1823
723	-1823
724	-1823
725	-1823
726	-1823
727	-1823
728	-1823
729	-1823
730	-1823
731	-1823
732	-1823
733	-1823
734	-1823
735	-1823
736	-1823
737	-1823
738	-1823
739	-1823
740	-1823
741	-1823
742	-1823
743	-1823
744	-1823
745	-1823
746	-1823
747	-1823
748	-1823
749	-1823
750	-1823
751	-1823
752	-1823
753	-1823
754	-1823
755	-1823
756	-1823
757	-1823
758	-1823
759	-1823
760	-1823
761	-1823
762	-1823
763	-1823
764	-1823
765	-1823
766	-1823
767	-1823
768	-1823
769	-1823
770	-1823
771	-1823
772	-1823
773	-1823
774	-1823
775	-1823
776	-1823
777	-1823
778	-1823
779	-1823
780	-1823
781	-1823
782	-1823
783	-1823
784	-1823
785	-1823
786	-1823
787	-1823
788	-1823
789	-1823
790	-1823
791	-1823
792	-1823
793	-1823
794	-1823
795	-1823
796	-1823
797	-1823
798	-1823
799	-1823
800	-1823
801	-1823
802	-1823
803	-1823
804	-1823
805	-1823
806	-1823
807	-1823
808	-1823
809	-1823
810	-1823
811	-1823
812	-1823
813	-1823
814	-1823
815	-1823
816	-1823
817	-1823
818	-1823
819	-1823
820	-1823
821	-1823
822	-1823
823	-1823
824	-1823
825	-1823
826	-1823
827	-1823
828	-1823
829	-1823
830	-1823
831	-1823
832	-1823
833	-1823
834	-1823
835	-1823
836	-1823
837	-1823
838	-1823
839	-1823
840	-1823
841	-1823
842	-1823
843	-1823
844	-1823
845	-1823
846	-1823
847	-1823
848	-1823
849	-1823
850	-1823
851	-1823
852	-1823
853	-1823
854	-1823
855	-1823
856	-1823
857	-1823
858	-1823
859	-1823
860	-1823
861	-1823
862	-1823
863	-1823
864	-1823
865	-1823
866	-1823
867	-1823
868	-1823
869	-1823
870	-1823
871	-1823
872	-1823
873	-1823
874	-1823
875	-1823
876	-1823
877	-1823
878	-1823
879	-1823
880	-1823
881	-1823
882	-1823
883	-1823
884	-1823
885	-1823
886	-1823
887	-1823
888	-1823
889	-1823
890	-1823
891	-1823
892	-1823
893	-1823
894	-1823
895	-1823
896	-1823
897	-1823
898	-1823
899	-1823
900	-1823
901	-1823
902	-1823
903	-1823
904	-1823
905	-1823
906	-1823
907	-1823
908	-1823
909	-1823
910	-1823
911	-1823
912	-1823
913	-1823
914	-1823
915	-1823
916	-1823
917	-1823
918	-1823
919	-1823
920	-1823
921	-1823
922	-1823
923	-1823
924	-1823
925	-1823
926	-1823
927	-1823
928	-1823
929	-1823
930	-1823
931	-1823
932	-1823
933	-1823
934	-1823
935	-1823
936	-1823
937	-1823
938	-1823
939	-1823
940	-1823
941	-1823
942	-1823
943	-1823
944	-1823
945	-1823
946	-1823
947	-1823
948	-1823
949	-1823
950	-1823
951	-1823
952	-1823
953	-1823
954	-1823
955	-1823
956	-1823
957	-1823
958	-1823
959	-1823
960	-1823
961	-1823
962	-1823
963	-1823
964	-1823
965	-1823
966	-1823
967	-1823
968	-1823
969	-1823
970	-1823
971	-1823
972	-1823
973	-1823
974	-1823
975	-1823
976	-1823
977	-1823
978	-1823
979	-1823
980	-1823
981	-1823
982	-1823
983	-1823
984	-1823
985	-1823
986	-1823
987	-1823
988	-1823
989	-1823
990	-1823
991	-1823
992	-1823
993	-1823
994	-1823
995	-1823
996	-1823
997	-1823
998	-1823
999	-1823
1000	-1823
1001	-1823
1002	-1823
1003	-1823
1004	-1823
1005	-1823
1006	-1823
1007	-1823
1008	-1823
1009	-1823
1010	-1823
1011	-1823
1012	-1823
1013	-1823
1014	-1823
1015	-1823
1016	-1823
1017	-1823
1018	-1823
1019	-1823
1020	-1823
1021	-1823
1022	-1823
1023	-1823
1024	-1823
1025	-1823
1026	-1823
1027	-1823
1028	-1823
1029	-1823
1030	-1823
1031	-1823
1032	-1823
1033	-1823
1034	-1823
1035	-1823
1036	-1823
1037	-1823
1038	-1823
1039	-1823
1040	-1823
1041	-1823
1042	-1823
1043	-1823
1044	-1823
1045	-1823
1046	-1823
1047	-1823
1048	-1823
1049	-1823
1050	-1823
1051	-1823
1052	-1823
1053	-1823
1054	-1823
1055	-1823
1056	-1823
1057	-1823
1058	-1823
1059	-1823
1060	-1823
1061	-1823
1062	-1823
1063	-1823
1064	-1823
1065	-1823
1066	-1823
1067	-1823
1068	-1823
1069	-1823
1070	-1823
1071	-1823
1072	-1823
1073	-1823
1074	-1823
1075	-1823
1076	-1823
1077	-1823
1078	-1823
1079	-1823
1080	-1823
1081	-1823
1082	-1823
1083	-1823
1084	-1823
1085	-1823
1086	-1823
1087	-1823
1088	-1823
1089	-1823
1090	-1823
1091	-1823
1092	-1823
1093	-1823
1094	-1823
1095	-1823
1096	-1823
1097	-1823
1098	-1823
1099	-1823
1100	-1823
1101	-1823
1102	-1823
1103	-1823
1104	-1823
1105	-1823
1106	-1823
1107	-1823
1108	-1823
1109	-1823
1110	-1823
1111	-1823
1112	-1823
1113	-1823
1114	-1823
1115	-1823
1116	-1823
1117	-1823
1118	-1823
1119	-1823
1120	-1823
1121	-1823
1122	-1823
1123	-1823
1124	-1823
1125	-1823
1126	-1823
1127	-1823
1128	-1823
1129	-1823
1130	-1823
1131	-1823
1132	-1823
1133	-1823
1134	-1823
1135	-1823
1136	-1823
1137	-1823
1138	-1823
1139	-1823
1140	-1823
1141	-1823
1142	-1823
1143	-1823
1144	-1823
1145	-1823
1146	-1823
1147	-1823
1148	-1823
1149	-1823
1150	-1823
1151	-1823
1152	-1823
1153	-1823
1154	-1823
1155	-1823
1156	-1823
1157	-1823
1158	-1823
1159	-1823
1160	-1823
1161	-1823
1162	-1823
1163	-1823
1164	-1823
1165	-1823
1166	-1823
1167	-1823
1168	-1823
1169	-1823
1170	-1823
1171	-1823
1172	-1823
1173	-1823
1174	-1823
1175	-1823
1176	-1823
1177	-1823
1178	-1823
1179	-1823
1180	-1823
1181	-1823
1182	-1823
1183	-1823
1184	-1823
1185	-1823
1186	-1823
1187	-1823
1188	-1823
1189	-1823
1190	-1823
1191	-1823
1192	-1823
1193	-1823
1194	-1823
1195	-1823
1196	-1823
1197	-1823
1198	-1823
1199	-1823
1200	-1823
1201	-1823
1202	-1823
1203	-1823
1204	-1823
1205	-1823
1206	-1823
1207	-1823
1208	-1823
1209	-1823
1210	-1823
1211	-1823
1212	-1823
1213	-1823
1214	-1823
1215	-1823
1216	-1823
1217	-1823
1218	-1823
1219	-1823
1220	-1823
1221	-1823
1222	-1823
1223	-1823
1224	-1823
1225	-1823
1226	-1823
1227	-1823
1228	-1823
1229	-1823
1230	-1823
1231	-1823
1232	-1823
1233	-1823
1234	-1823
1235	-1823
1236	-1823
1237	-1823
1238	-1823
1239	-1823
1240	-1823
1241	-1823
1242	-1823
1243	-1823
1244	-1823
1245	-1823
1246	-1823
1247	-1823
1248	-1823
1249	-1823
1250	-1823
1251	-1823
1252	-1823
1253	-1823
1254	-1823
1255	-1823
1256	-1823
1257	-1823
1258	-1823
1259	-1823
1260	-1823
1261	-1823
1262	-1823
1263	-1823
1264	-1823
1265	-1823
1266	-1823
1267	-1823
1268	-1823
1269	-1823
1270	-1823
1271	-1823
1272	-1823
1273	-1823
1274	-1823
1275	-1823
1276	-1823
1277	-1823
1278	-1823
1279	-1823
1280	-1823
1281	-1823
1282	-1823
1283	-1823
1284	-1823
1285	-1823
1286	-1823
1287	-1823
1288	-1823
1289	-1823
1290	-1823
1291	-1823
1292	-1823
1293	-1823
1294	-1823
1295	-1823
1296	-1823
1297	-1823
1298	-1823
1299	-1823
1300	-1823
1301	-1823
1302	-1823
1303	-1823
1304	-1823
1305	-1823
1306	-1823
1307	-1823
